slug,作品,年份／媒介,最高明确度,女女关系位置,恋爱位置,适合的查询,男性恋爱线,Bangumi 条目,Bangumi 维基百合,Bangumi 百合标签比例,Anime-Planet GL,AniList Yuri 相关性,MyAnimeList Girls Love
happy_sugar_life_tv_2018,Happy Sugar Life,2018 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/240828,命中,0.154003923666845,命中,66,命中
koukaku_no_pandora_movie_2015,红壳的潘多拉,2015 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/150239,命中,0.09689922480620156,未命中,78,未命中
shiroi_suna_no_aquatope_tv_2021,白沙的水族馆,2021 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/325281,命中,0.06969376979936642,未命中,60,未命中
shuumatsu_train_doko_e_iku_tv_2024,末日列车去哪里？,2024 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/404809,未命中,0.05978621897457576,未命中,0,未命中
rin_sen_ran_sem_cross_mix_ova_2013,RIN×SEN＋Ran→Sem Cross Mix,2013 OVA,明确欲望,局部,局部,欲望、未确认,副线,https://bangumi.tv/subject/78176,未命中,0.036177105831533475,无可对应页面,40,未命中
aika_ova_1997,海底娇娃蓝华,1997 OVA,非恋爱,重要副线,缺席,官方恋爱,副线,https://bangumi.tv/subject/36686,未命中,0.04259776536312849,未命中,0,未命中
queens_blade_s2_tv_2009,女皇之刃 王座的继承者,2009 TV,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/2605,命中,0.05428716387620497,未命中,66,未命中
yami_to_boushi_to_hon_no_tabibito_tv_2003,暗与帽子与书之旅人,2003 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/1906,命中,0.15605999189298744,命中,92,命中
azur_lane_bisoku_tv_2021,碧蓝航线：微速前行！,2021 TV,潜在恋爱,主线,局部,未确认、主线,未知,https://bangumi.tv/subject/297168,未命中,0.035390591281829954,未命中,0,未命中
morita_san_wa_mukuchi_2_tv_2011,森田同学很沉默 2,2011 TV,明确欲望,主线,局部,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/24056,命中,0.05286343612334802,未命中,0,未命中
sora_no_method_tv_2014,天体的秩序,2014 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/100040,命中,0.10089615181866105,未命中,0,未命中
queens_blade_beautiful_warriors_ova_2010,女皇之刃 美丽女斗士们,2010 OVA,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/8389,未命中,0.04717710750193349,未命中,79,未命中
lagrange_kamogawa_days_ova_2012,轮回的拉格朗日 鸭川日常,2012 OVA,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/41428,命中,0.09396751740139211,未命中,30,未命中
joshikousei_no_koshitsuki_ova_2013,女高中生的腰技,2013 OVA,明确欲望,重要副线,重要副线,欲望、未确认,主导,https://bangumi.tv/subject/79201,未命中,0.026633165829145728,无可对应页面,50,未命中
natsuiro_kiseki_tv_2012,夏色奇迹,2012 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/26825,命中,0.07113613101330604,未命中,0,未命中
kuzu_no_honkai_tv_2017,人渣的本愿,2017 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,主导,https://bangumi.tv/subject/174143,未命中,0.007137408739239403,未命中,55,未命中
blue_drop_tv_2007,BLUE DROP 天使们的戏曲,2007 TV,明确交往,主线,主线,交往、欲望、未确认、主线,无,https://bangumi.tv/subject/1273,命中,0.19063270336894,命中,91,命中
girls_high_tv_2006,女子高中生,2006 TV,明确交往,主线,局部,交往、欲望、未确认、主线,副线,https://bangumi.tv/subject/5881,未命中,0.047123623011015914,未命中,0,未命中
strike_witches_501_takeoff_movie_2019,强袭魔女 剧场版 501部队起飞！,2019 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/285410,命中,0.10869565217391304,未命中,0,未命中
hamefura_tv_2020,转生成为了只有乙女游戏破灭Flag的邪恶大小姐,2020 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,并行,https://bangumi.tv/subject/264089,未命中,0.03660178724446077,未命中,30,未命中
sounan_desu_ka_tv_2019,你遭难了吗？,2019 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/276187,命中,0.09420216533441263,未命中,50,未命中
bernard_jou_iwaku_tv_2016,伯纳德小姐说。,2016 TV,非恋爱,重要副线,缺席,,副线,https://bangumi.tv/subject/185420,命中,0.04472843450479233,未命中,0,未命中
strike_witches_501_takeoff_tv_2019,强袭魔女 501部队起飞！,2019 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/253048,命中,0.07850707850707851,未命中,0,未命中
hana_wa_saku_shura_no_gotoku_tv_2025,群花绽放，彷如修罗,2025 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/498934,未命中,0.055618381823789455,未命中,0,未命中
senki_zesshou_symphogear_tv_2012,战姬绝唱SYMPHOGEAR,2012 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/25834,命中,0.08973650267182605,未命中,85,未命中
love_live_sunshine_tv_2016,LoveLive! Sunshine!!,2016 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/165553,未命中,0.05125887669464171,未命中,0,未命中
otome_wa_boku_ni_koi_shiteru_2_ova_2012,少女爱上姐姐 2人的Elder THE ANIMATION,2012 OVA,非恋爱,重要副线,缺席,官方字面、官方恋爱,主导,https://bangumi.tv/subject/10457,命中,0.053896576839038604,未命中,,未命中
long_riders_tv_2016,长骑美眉,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/131800,命中,0.08536585365853659,未命中,0,未命中
dungeon_no_naka_no_hito_tv_2024,地下城里的人们,2024 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/450586,未命中,0.049338758901322485,未命中,0,未命中
shin_koihime_musou_otome_ran_tv_2010,真・恋姬无双～少女大乱～,2010 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/4286,命中,0.1271276595744681,未命中,0,未命中
stella_no_mahou_tv_2016,斯特拉的魔法,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/165972,命中,0.10396409872849663,未命中,0,未命中
love_live_sunshine_season_2_tv_2017,LoveLive! Sunshine!! 第二季,2017 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/210272,未命中,0.04691588785046729,未命中,0,未命中
binbou_shimai_monogatari_tv_2006,贫穷姐妹物语,2006 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/7397,命中,0.05547226386806597,未命中,0,未命中
umayon_tv_2020,赛马娘四格,2020 TV 短篇,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/269389,命中,0.05116925214169947,未命中,0,未命中
fate_kaleid_liner_prisma_illya_licht_movie_2021,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,2021 剧场动画,非恋爱,重要副线,缺席,,副线,https://bangumi.tv/subject/306971,命中,0.05275954291271578,未命中,0,未命中
magia_record_tv_2020,魔法纪录 魔法少女小圆外传,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/159690,命中,0.06220362622036262,未命中,0,未命中
yonin_wa_sorezore_uso_wo_tsuku_tv_2022,4个人各自有着自己的秘密,2022 TV,非恋爱,主线,缺席,主线、官方恋爱,无,https://bangumi.tv/subject/376565,未命中,0.047446274072006696,未命中,0,未命中
miru_tights_web_2019,裤袜视界,2019 WEB,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/270294,命中,0.03155403628714173,未命中,54,未命中
lagrange_season_2_tv_2012,轮回的拉格朗日 第二季,2012 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/37562,命中,0.1076555023923445,未命中,0,未命中
shakunetsu_no_takkyuu_musume_tv_2016,灼热乒乓妹,2016 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/175536,命中,0.12233009708737864,未命中,67,未命中
parade_parade_ova_1996,蓝色星夜,1996 OVA,明确交往,主线,主线,交往、欲望、未确认、主线,无,https://bangumi.tv/subject/62249,未命中,0.10323886639676114,无可对应页面,79,未命中
love_live_superstar_season_1_tv_2021,Love Live! Superstar!!,2021 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/306742,未命中,0.05895214187383594,未命中,0,未命中
sword_art_online_alternative_gun_gale_online_tv_2018,刀剑神域外传 Gun Gale Online,2018 TV,明确欲望,主线,局部,欲望、未确认、主线,副线,https://bangumi.tv/subject/226750,未命中,0.013234515616728428,未命中,0,未命中
dounika_naru_hibi_movie_2020,顺其自然的日子,2020 剧场动画,明确交往,重要副线,重要副线,交往、欲望、未确认、官方恋爱,并行,https://bangumi.tv/subject/294991,命中,0.0717628705148206,命中,70,命中
third_flight_girls_ova_2015,第三飞行少女队,2015 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/126606,命中,0.04437119675456389,无可对应页面,,未命中
fragtime_theatrical_ova_2019,时光碎片,2019 剧场 OVA,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/277727,命中,0.18915046059365404,命中,94,命中
aimai_mi_mousou_catastrophe_tv_2014,漫研部～妄想突变～,2014 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/101195,未命中,0.04668534080298786,未命中,0,未命中
fate_kaleid_liner_prisma_phantasm_ova_2019,Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,2019 OVA,非恋爱,重要副线,缺席,,无,https://bangumi.tv/subject/227263,命中,0.0548651817116061,未命中,0,未命中
morita_san_wa_mukuchi_tv_2011,森田同学很沉默,2011 TV,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/16996,命中,0.0630891950688905,未命中,0,未命中
princess_principal_crown_handler_ch4_movie_2025,Princess Principal Crown Handler 第4章,2025 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/244931,未命中,0.09422492401215805,未命中,0,未命中
super_cub_tv_2021,本田小狼与我,2021 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/294337,命中,0.025490457760576537,未命中,0,未命中
black_rock_shooter_ova_2010,黑岩射手,2010 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/2453,命中,0.07511454063178201,未命中,0,未命中
show_by_rock_season_2_tv_2016,SHOW BY ROCK!! 第二季,2016 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/154073,命中,0.06393054459352802,未命中,50,未命中
kafun_shoujo_ova_2008,花粉少女注意报,2008 OVA,明确欲望,重要副线,重要副线,欲望、未确认,并行,https://bangumi.tv/subject/37939,命中,0.06092436974789916,无可对应页面,60,未命中
gundam_witch_from_mercury_season_1_tv_2022,机动战士高达 水星的魔女,2022 TV,明确交往,主线,主线,交往、欲望、未确认、主线,副线,https://bangumi.tv/subject/349441,命中,0.07684972233129522,未命中,76,未命中
mahou_shoujo_mou_ii_2_tv_2016,魔法少女什么的已经够了啦。第二季,2016 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/189415,命中,0.10776487663280115,未命中,0,未命中
rinne_no_lagrange_tv_2012,轮回的拉格朗日,2012 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/21900,命中,0.08555133079847908,未命中,40,未命中
hyperdimension_neptunia_summer_ova_2020,超次元游戏 海王星 ～涅普的暑假～,2020 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/279365,未命中,0.05751765893037336,未命中,0,未命中
uta_kata_tv_2004,诗片,2004 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/1989,命中,0.13970588235294118,未命中,0,未命中
rwby_volume_4_web_2016,红白黑黄 第四季,2016 WEB,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/186257,命中,0.037388392857142856,无可对应页面,,无可对应页面
shin_koihime_musou_ova_2011,真・恋姬无双～少女大乱～ OVA,2011 OVA,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/82214,命中,0.10725075528700906,未命中,0,未命中
bang_dream_mygo_members_daily_web_2022,MyGO!!!!!成员的日常生活,2022 WEB,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/448391,命中,0.05860010851871948,未命中,0,未命中
akisora_yume_no_naka_ova_2010,秋日天空 ～梦之中～,2010 OVA,明确欲望,重要副线,重要副线,欲望、未确认,主导,https://bangumi.tv/subject/7783,命中,0.05843439911797133,未命中,50,未命中
inugami_san_to_nekoyama_san_tv_2014,犬神同学和猫山同学,2014 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/93509,命中,0.16825483256193846,命中,97,命中
pandra_white_desire_black_hope_ova_2014,PANDRA 白き欲望 黒の希望 THE ANIMATION,2014 OVA,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/95636,命中,0.06989247311827956,无可对应页面,79,未命中
cross_ange_tv_2014,CROSS ANGE 天使与龙的轮舞,2014 TV,明确欲望,主线,重要副线,欲望、未确认、主线,主导,https://bangumi.tv/subject/109948,命中,0.028200371057513916,未命中,56,未命中
himote_house_tv_2018,不受欢迎之家,2018 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/228898,命中,0.04736129905277402,未命中,0,未命中
space_pirate_sara_ova_2008,宇宙海贼萨拉,2008 OVA,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/30493,命中,0.05283605283605284,无可对应页面,75,未命中
frame_arms_girl_tv_2017,机甲少女 FRAME ARMS GIRL,2017 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/198961,命中,0.06236243580337491,未命中,20,未命中
frozen_2_movie_2019,冰雪奇缘2,2019 剧场动画,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/128131,命中,0.0361952861952862,无可对应页面,,无可对应页面
touka_gettan_tv_2007,桃华月惮,2007 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,主导,https://bangumi.tv/subject/809,命中,0.05382619974059663,未命中,0,未命中
assault_lily_fruits_web_2021,突击莉莉Fruits,2021 WEB 短篇,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/331306,命中,0.14570230607966456,未命中,74,未命中
shin_koihime_musou_ova_2010,真・恋姬无双 OVA,2010 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/7183,命中,0.10121457489878542,未命中,0,未命中
shoujo_sunjik_all_starlight_web_2019,少女☆寸剧 All Starlight,2019 WEB,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/279541,命中,0.0794392523364486,未命中,0,未命中
lostorage_conflated_wixoss_tv_2018,失忆融合WIXOSS,2018 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/203812,命中,0.08546433378196501,未命中,0,未命中
tensei_oujo_to_tensai_reijou_no_mahou_kakumei_tv_2023,转生王女与天才千金的魔法革命,2023 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/395714,命中,0.1873036781842132,命中,91,命中
one_off_ova_2012,One Off,2012 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/42859,命中,0.06692160611854685,未命中,0,未命中
anima_yell_tv_2018,Anima Yell!,2018 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/236196,命中,0.10323423717739301,未命中,70,未命中
music_start_ova_2013,Music S.T.A.R.T!!,2013 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/84793,命中,0.07067510548523206,未命中,0,未命中
keijo_tv_2016,竞女,2016 TV,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/168634,未命中,0.07165231010180109,未命中,58,未命中
koukaku_no_pandora_tv_2016,红壳的潘多拉,2016 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/159269,命中,0.1307820299500832,未命中,78,未命中
shin_koihime_musou_tv_2009,真・恋姬无双,2009 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/2606,命中,0.11494252873563218,未命中,0,未命中
vividred_operation_tv_2013,绯色战姬,2013 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/41245,命中,0.13386761650341347,未命中,66,未命中
kashimashi_girl_meets_girl_tv_2006,女生爱女生,2006 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/8227,命中,0.13545042125729098,命中,40,命中
brave_witches_tv_2016,无畏魔女,2016 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/85338,命中,0.0973622963537626,未命中,0,未命中
kuttsukiboshi_ova_2010,紧扣的星星,2010 OVA,明确交往,主线,主线,交往、欲望、未确认、主线、官方字面、官方恋爱,副线,https://bangumi.tv/subject/8105,命中,0.2143928035982009,命中,100,命中
hinako_note_tv_2017,雏子的笔记,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/190907,命中,0.10834251101321586,未命中,0,未命中
mahou_shoujo_mou_ii_tv_2016,魔法少女什么的已经够了啦。,2016 TV,潜在恋爱,重要副线,重要副线,未确认,无,https://bangumi.tv/subject/148241,命中,0.08771117796806295,未命中,0,未命中
ramen_koizumi_tv_2018,爱吃拉面的小泉同学,2018 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/212146,命中,0.10063982937883231,未命中,0,未命中
bang_dream_tv_2017,BanG Dream!,2017 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/186515,未命中,0.07293041259787103,未命中,60,未命中
bakuon_tv_2016,爆音少女!!,2016 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/134204,命中,0.07673389080177079,未命中,0,未命中
world_witches_hasshin_tv_2021,世界魔女 起飞！,2021 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/310950,命中,0.0642737896494157,未命中,0,未命中
senpai_is_an_otokonoko_tv_2024,前辈是男孩子,2024 TV,非恋爱,重要副线,缺席,官方恋爱,并行,https://bangumi.tv/subject/425988,未命中,0.029595404595404596,未命中,0,未命中
maid_dragon_tv_2018,我家的女仆太烦人了！,2018 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/242670,命中,0.10455655004068348,命中,79,命中
penguin_musume_web_2008,企鹅娘,2008 WEB,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/2487,命中,0.12016021361815754,未命中,20,未命中
gokujou_seitokai_tv_2005,极上生徒会,2005 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/2877,未命中,0.11134020618556702,未命中,0,未命中
black_rock_shooter_tv_2012,黑岩射手,2012 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/22179,未命中,0.08952254641909814,未命中,0,未命中
ochifuru_tv_2020,满溢的水果挞,2020 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/279059,命中,0.09062369192130598,未命中,69,未命中
morita_san_wa_mukuchi_ova_2011,森田同学很沉默 OVA,2011 OVA,明确欲望,主线,局部,欲望、未确认、主线,副线,https://bangumi.tv/subject/9821,命中,0.07909090909090909,未命中,0,未命中
granbelm_tv_2019,满月之战,2019 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/276412,命中,0.11028085544962639,未命中,50,未命中
feng_ling_yu_xiu_second_chapter_web_2023,风灵玉秀 第二章,2023 WEB,潜在恋爱,重要副线,重要副线,未确认、官方恋爱,副线,https://bangumi.tv/subject/358570,命中,0.15800308800823468,命中,72,未命中
harukana_receive_tv_2018,遥的接球,2018 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/220375,未命中,0.10303030303030303,未命中,10,未命中
jahy_sama_tv_2021,迦希女王不会放弃,2021 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/333349,未命中,0.017438480914551444,未命中,0,未命中
gekidol_tv_2021,剧偶像,2021 TV,明确欲望,主线,重要副线,欲望、未确认、主线,并行,https://bangumi.tv/subject/195723,命中,0.06932688432083838,未命中,62,未命中
koihime_musou_ova_2009,恋姬无双 OVA,2009 OVA,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/7184,命中,0.1111111111111111,未命中,0,未命中
watashi_yuri_wa_oshigoto_tv_2023,我的百合乃工作是也！,2023 TV,明确交往,主线,重要副线,交往、欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/381666,命中,0.18280914939242315,命中,93,命中
bang_dream_episode_of_roselia_promise_movie_2021,BanG Dream! Episode of Roselia Ⅰ：约定,2021 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/305058,未命中,0.03952843273231623,未命中,0,未命中
vlad_love_web_2021,吸血鬼之爱,2021 WEB,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/285424,命中,0.07386629266012155,命中,0,未命中
nyanko_days_tv_2017,猫咪日常,2017 TV 短篇,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/193282,命中,0.09045135766948391,未命中,0,未命中
healer_girl_tv_2022,歌愈少女,2022 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/334498,命中,0.07591240875912408,未命中,0,未命中
akanesasu_shoujo_tv_2018,茜色少女,2018 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/241033,命中,0.071334214002642,未命中,20,未命中
rekan_tv_2015,灵感少女！,2015 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/110568,命中,0.1223808077740662,未命中,20,未命中
release_the_spyce_tv_2018,月影特工,2018 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/236510,命中,0.1150931804218718,未命中,0,未命中
queens_blade_wandering_tv_2009,女皇之刃 流浪的战士,2009 TV,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/1434,命中,0.05611361274679598,未命中,68,未命中
cue_tv_2022,指名！,2022 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/318227,命中,0.04947773501924134,未命中,0,未命中
hamefura_x_tv_2021,转生成为了只有乙女游戏破灭Flag的邪恶大小姐X,2021 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,并行,https://bangumi.tv/subject/309056,未命中,0.04272003745318352,未命中,0,未命中
stardust_telepath_tv_2023,星灵感应,2023 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/404115,命中,0.1510536398467433,未命中,67,未命中
lycoris_recoil_tv_2022,莉可丽丝,2022 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/364450,未命中,0.1301979343833962,未命中,65,未命中
pause_let_me_check_walkthrough_web_2022,暂停！让我查攻略,2022 WEB,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/358728,未命中,0.0552434456928839,未命中,0,未命中
date_a_bullet_nightmare_queen_ova_2021,约会大作战 赤黑新章：红或白,2021 OVA,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/310178,未命中,0.013873561406274633,未命中,0,未命中
citrus_tv_2018,citrus～柑橘味香气～,2018 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方字面、官方恋爱,副线,https://bangumi.tv/subject/198098,命中,0.18572592267685945,命中,97,命中
slime_300years_tv_2021,打了300年的史莱姆，不知不觉就练到了满级,2021 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/292969,命中,0.0906183368869936,未命中,51,未命中
umi_monogatari_tv_2009,海物语～有你陪伴～,2009 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/1740,未命中,0.13721552878179386,未命中,0,未命中
queens_blade_vanquished_ova_2013,女皇之刃 女王败北,2013 OVA,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/73084,命中,0.06033898305084746,未命中,0,未命中
murder_princess_ova_2007,杀戮公主,2007 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/1265,命中,0.11318407960199005,未命中,0,未命中
yakunara_mugcup_second_season_tv_2021,如果烧陶的话也做个马克杯吧 二番窑,2021 TV 短篇,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/339694,未命中,0.05520833333333333,未命中,0,未命中
alignment_yuyu_animation_ova_2008,あらいめんとゆーゆー THE ANIMATION,2008 OVA,明确欲望,重要副线,重要副线,欲望、未确认,并行,https://bangumi.tv/subject/56686,命中,0.09703504043126684,无可对应页面,92,未命中
saikoro_club_tv_2019,放学后桌游俱乐部,2019 TV,非恋爱,主线,缺席,主线、官方恋爱,副线,https://bangumi.tv/subject/259790,未命中,0.04220779220779221,未命中,0,未命中
rwby_volume_5_web_2017,红白黑黄 第五季,2017 WEB,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/224720,未命中,0.03674351585014409,无可对应页面,,无可对应页面
toji_no_miko_tv_2018,刀使的巫女,2018 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/215158,命中,0.11223829052449817,未命中,0,未命中
lostorage_incited_wixoss_tv_2016,失忆煽动WIXOSS,2016 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/179097,命中,0.09142318567389256,未命中,0,未命中
milky_holmes_td_tv_2015,侦探歌剧 少女福尔摩斯 TD,2015 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/113631,命中,0.08333333333333333,未命中,0,未命中
my_master_has_no_tail_tv_2022,我家师傅没有尾巴,2022 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/344874,命中,0.05349182763744428,未命中,0,未命中
ikki_tousen_xtreme_xecutor_tv_2010,一骑当千 XTREME XECUTOR,2010 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/4281,命中,0.06821378340365682,未命中,0,未命中
nanoha_vivid_tv_2015,魔法少女奈叶ViVid,2015 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/110867,命中,0.08680104031209362,未命中,76,未命中
nekopara_tv_2020,NEKOPARA,2020 TV,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/270274,未命中,0.025403028822667317,未命中,46,未命中
takunomi_tv_2018,宅饮。,2018 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/221819,未命中,0.08500164095831966,未命中,0,未命中
soushin_shoujo_matoi_tv_2016,装神少女小缠,2016 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/187112,命中,0.029784320438206092,未命中,0,未命中
ikki_tousen_dragon_destiny_tv_2007,一骑当千 Dragon Destiny,2007 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/4840,命中,0.050837666088965915,未命中,0,未命中
