slug,作品,年份／媒介,最高明确度,女女关系位置,恋爱位置,适合的查询,男性恋爱线,Bangumi 条目,Bangumi 维基百合,Bangumi 百合标签比例,Anime-Planet GL,AniList Yuri 相关性,MyAnimeList Girls Love
watanare_tv_2025,我们不可能成为恋人！绝对不行。 (※似乎可行？),2025 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/524707,命中,0.13817941714937423,命中,98,命中
candy_boy_web_2008,糖果男孩,2008 WEB,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/2829,命中,0.1961820351116414,命中,94,未命中
the_owl_house_season_1_tv_2020,猫头鹰魔法社,2020 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/313213,未命中,0.11320754716981132,无可对应页面,,无可对应页面
michiko_to_hatchin_tv_2008,道子与哈金,2008 TV,潜在恋爱,主线,重要副线,未确认、主线,并行,https://bangumi.tv/subject/919,命中,0.027325275880189175,未命中,0,未命中
flip_flappers_tv_2016,轻拍翻转小魔女,2016 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/174584,命中,0.11928866977726912,未命中,79,未命中
kobayashi_san_chi_no_maid_dragon_tv_2017,小林家的龙女仆,2017 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/179949,命中,0.09065975272664938,命中,79,未命中
strike_witches_road_to_berlin_tv_2020,强袭魔女 通往柏林之路,2020 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/253046,命中,0.09796854521625163,未命中,0,未命中
love_live_nijigasaki_season_2_tv_2022,Love Live! 虹咲学园校园偶像同好会 第二季,2022 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/335579,命中,0.09059346859064772,未命中,60,未命中
gochuumon_wa_usagi_desu_ka_dear_my_sister_movie_2017,请问您今天要来点兔子吗？？～Dear My Sister～,2017 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/181995,未命中,0.10358949650686582,未命中,0,未命中
new_game_second_season_tv_2017,NEW GAME!! 第二季,2017 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/208908,未命中,0.1222540010953569,未命中,0,未命中
tamayura_hitotose_tv_2011,玉响～hitotose～,2011 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/18605,命中,0.046466912353789455,未命中,0,未命中
bang_dream_garupa_pico_oomori_2020,BanG Dream! 少女乐团派对！☆PICO～大份～,2020 WEB,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/296295,命中,0.0426550598476605,未命中,0,未命中
new_game_tv_2016,NEW GAME!,2016 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/150775,命中,0.11581988923669637,未命中,0,未命中
girls_und_panzer_anzio_ova_2014,少女与战车 这次是真正的安齐奥战！,2014 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/96130,命中,0.06391042204995694,未命中,0,未命中
bang_dream_film_live_2nd_stage_movie_2021,BanG Dream! FILM LIVE 2nd Stage,2021 剧场动画,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/302228,未命中,0.03587443946188341,未命中,0,未命中
kin_iro_mosaic_thank_you_movie_2021,剧场版 黄金拼图 谢谢你!!,2021 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/302373,命中,0.11762523191094619,未命中,0,未命中
bocchi_the_rock_re_movie_2024,剧场总集篇孤独摇滚！ Re:,2024 剧场动画,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/436738,未命中,0.03678666876277315,未命中,65,无可对应页面
saki_zenkoku_hen_tv_2014,天才麻将少女 全国篇,2014 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/52606,命中,0.1267123287671233,未命中,75,未命中
mahou_shoujo_lyrical_nanoha_tv_2004,魔法少女奈叶,2004 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/1262,未命中,0.08205417607223477,未命中,75,未命中
sono_hanabira_ni_kuchizuke_wo_anata_to_koibito_tsunagi_ova_2010,亲吻那片花瓣「恋人的羁绊」,2010 OVA,明确交往,主线,主线,交往、欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/8019,命中,0.21442334159097165,无可对应页面,96,命中
claymore_tv_2007,大剑,2007 TV,非恋爱,主线,缺席,主线,并行,https://bangumi.tv/subject/982,命中,0.03054474708171206,未命中,0,未命中
princess_principal_tv_2017,Princess Principal,2017 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/211936,命中,0.10970944901115,未命中,0,未命中
bang_dream_3rd_season_tv_2020,BanG Dream! 第三季,2020 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/246430,未命中,0.056658656886303276,未命中,60,未命中
bang_dream_garupa_pico_fever_2021,BanG Dream! 少女乐团派对！☆PICO FEVER！,2021 WEB,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/338400,未命中,0.028327097808658473,未命中,0,未命中
gochuumon_wa_usagi_desu_ka_tv_2014,请问您今天要来点兔子吗？,2014 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/88287,未命中,0.11695203349778202,未命中,0,未命中
rolling_girls_tv_2015,旋转少女,2015 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/110600,命中,0.07171717171717172,未命中,0,未命中
kin_iro_mosaic_hello_tv_2015,HELLO!! 黄金拼图,2015 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/100405,命中,0.13393638751094253,未命中,0,未命中
gakuen_utopia_manabi_straight_tv_2007,校园乌托邦 学美向前冲！,2007 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/2470,命中,0.07044299201161947,未命中,0,未命中
front_innocent_ova_2005,Front Innocent,2005 OVA,明确欲望,重要副线,重要副线,欲望、未确认,并行,https://bangumi.tv/subject/3206,命中,0.050573300573300575,无可对应页面,64,未命中
adachi_to_shimamura_tv_2020,安达与岛村,2020 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/282372,命中,0.16473355069752527,命中,93,未命中
aoi_hana_tv_2009,青之花,2009 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,并行,https://bangumi.tv/subject/1758,命中,0.1602641056422569,命中,94,命中
senki_zesshou_symphogear_xv_tv_2019,战姬绝唱SYMPHOGEAR XV,2019 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/170689,命中,0.0837874659400545,未命中,100,未命中
frozen_movie_2013,冰雪奇缘,2013 剧场动画,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/93044,命中,0.037089871611982884,无可对应页面,,无可对应页面
smile_precure_tv_2012,Smile 光之美少女！,2012 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/27332,未命中,0.03138201569100785,未命中,0,未命中
hanamonogatari_tv_2014,花物语,2014 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/82322,命中,0.019790382244143034,未命中,72,未命中
watashi_ni_tenshi_ga_maiorita_tv_2019,天使降临到了我身边！,2019 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/249637,命中,0.11331393233903238,命中,76,未命中
tamayura_ova_2010,玉响,2010 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/8452,未命中,0.0525676613462873,未命中,0,未命中
mahou_shoujo_lyrical_nanoha_strikers_tv_2007,魔法少女奈叶StrikerS,2007 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/1264,命中,0.09081954294720253,未命中,79,未命中
mayonaka_punch_tv_2024,深夜重拳,2024 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/477207,未命中,0.08637830008558825,未命中,86,未命中
mahou_shoujo_lyrical_nanoha_detonation_movie_2018,魔法少女奈叶 Detonation,2018 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/220403,命中,0.08078817733990148,未命中,66,未命中
watanare_next_shine_tv_2026,我们不可能成为恋人！绝对不行。 (※似乎可行？) 〜再次闪耀！〜,2026 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/587454,命中,0.13648157758173327,命中,97,命中
himesama_goumon_second_season_tv_2026,公主大人“拷问”的时间到了 第二季,2026 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/486763,未命中,0.015759787657597876,未命中,0,未命中
kin_iro_mosaic_tv_2013,黄金拼图,2013 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/57978,命中,0.12896134823227698,未命中,0,未命中
love_live_school_idol_movie_2015,Love Live! 学园偶像 电影,2015 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/107199,未命中,0.057655436866611884,未命中,0,未命中
yuuki_yuuna_washio_yuusha_tv_2017,结城友奈是勇者 -鹫尾须美之章-/-勇者之章-,2017 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/195937,命中,0.12283922288511549,无可对应页面,50,未命中
gochuumon_wa_usagi_desu_ka_sing_for_you_ova_2019,请问您今天要来点兔子吗？？～Sing for You～,2019 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/260772,未命中,0.09786921381337252,未命中,0,未命中
manaria_friends_tv_2019,玛纳利亚的密友,2019 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/145354,命中,0.14481842338352524,命中,88,未命中
bang_dream_2nd_season_tv_2019,BanG Dream! 第二季,2019 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/246429,命中,0.07496128033040785,未命中,20,未命中
rod_read_or_die_ova_2001,读或死 OVA,2001 OVA,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/1848,命中,0.05343292157426027,未命中,0,未命中
feng_ling_yu_xiu_web_2017,风灵玉秀,2017 WEB,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/212333,命中,0.15547214539707627,命中,84,未命中
mouretsu_uchuu_kaizoku_tv_2012,暴力宇宙海贼,2012 TV,明确交往,重要副线,重要副线,交往、欲望、未确认,无,https://bangumi.tv/subject/10462,命中,0.06921764562515233,未命中,0,未命中
mouryou_no_hako_tv_2008,魍魉之匣,2008 TV,明确欲望,重要副线,重要副线,欲望、未确认,并行,https://bangumi.tv/subject/916,未命中,0.013974517057131115,未命中,0,未命中
love_live_school_idol_project_season_2_tv_2014,Love Live! 第二季,2014 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/75989,未命中,0.05634479445473887,未命中,0,未命中
seraphim_call_tv_1999,六翼天使之声,1999 TV,明确欲望,重要副线,重要副线,欲望、未确认,并行,https://bangumi.tv/subject/32164,命中,0.05661322645290581,未命中,0,未命中
yuuki_yuuna_washio_sumi_ch3_movie_2017,结城友奈是勇者 -鹫尾须美之章- 第3章 约定,2017 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/207168,命中,0.09377960214714241,未命中,0,未命中
mai_hime_tv_2004,舞-HiME,2004 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,主导,https://bangumi.tv/subject/1027,命中,0.11367673179396093,未命中,62,命中
jashin_chan_dropkick_dash_tv_2020,邪神与厨二病少女’,2020 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/272188,命中,0.07037064882339673,未命中,10,未命中
maria_sama_niwa_naisho_ova_2004,对圣母玛利亚保密喔,2004 OVA,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/107917,命中,0.15213358070500926,命中,79,命中
yuru_camp_movie_2022,电影 摇曳露营△,2022 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/262898,未命中,0.06375838926174497,未命中,0,未命中
do_it_yourself_tv_2022,少女手工,2022 TV,潜在恋爱,重要副线,重要副线,未确认,无,https://bangumi.tv/subject/331445,命中,0.05822762508809021,未命中,36,未命中
tsukikage_ran_tv_2000,随风舞月影兰,2000 TV,非恋爱,主线,缺席,主线、官方恋爱,副线,https://bangumi.tv/subject/4047,命中,0.07357449417535254,未命中,0,未命中
yuri_kuma_arashi_tv_2015,百合熊风暴,2015 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/59825,命中,0.1376893511191499,命中,94,命中
strike_witches_movie_2012,强袭魔女 剧场版,2012 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/18016,命中,0.1052813255091474,未命中,0,未命中
arcane_season_2_web_2024,英雄联盟：双城之战 第二季,2024 WEB,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/358801,未命中,0.006837961044343141,无可对应页面,,无可对应页面
saki_achiga_hen_tv_2012,天才麻将少女 阿知贺篇,2012 TV,潜在恋爱,主线,重要副线,未确认、主线、官方字面,无,https://bangumi.tv/subject/24165,命中,0.12518697503164192,未命中,83,未命中
strike_witches_2_tv_2010,强袭魔女2,2010 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/5651,命中,0.10858416945373467,未命中,55,未命中
ninja_to_koroshiya_no_futarigurashi_tv_2025,忍者与杀手二人组的日常生活,2025 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/491569,未命中,0.10006761325219743,未命中,77,未命中
rozen_maiden_ouverture_ova_2006,蔷薇少女 序曲,2006 TV 特别篇,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/5365,命中,0.0296220633299285,未命中,0,未命中
aiura_tv_2013,AIURA,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/56159,命中,0.06982085438677078,未命中,0,未命中
the_idolmaster_cinderella_girls_second_season_tv_2015,偶像大师 灰姑娘女孩 第二季,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/130231,未命中,0.02225047679593134,未命中,0,未命中
majo_no_tabitabi_tv_2020,魔女之旅,2020 TV,明确欲望,重要副线,重要副线,欲望、未确认,副线,https://bangumi.tv/subject/292970,命中,0.08710537319673844,未命中,52,未命中
birdie_wing_season_1_tv_2022,小鸟之翼 高尔夫少女,2022 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/354682,命中,0.12479652740097667,未命中,46,未命中
binbougami_ga_tv_2012,穷神,2012 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/37722,未命中,0.03344198961728842,未命中,0,未命中
love_live_school_idol_project_tv_2013,Love Live!,2013 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/49294,未命中,0.05868327575300472,未命中,0,未命中
renai_laboratory_tv_2013,恋爱研究所,2013 TV,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/58850,命中,0.11263408820023837,未命中,0,未命中
kiddy_grade_tv_2002,天使特警,2002 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/3815,命中,0.11144130757800892,未命中,70,未命中
bamboo_blade_tv_2007,竹剑少女,2007 TV,明确欲望,重要副线,重要副线,欲望、未确认,副线,https://bangumi.tv/subject/1272,命中,0.05342551854179761,未命中,0,未命中
oshi_ga_budoukan_ittekuretara_shinu_tv_2020,神推偶像登上武道馆我就死而无憾,2020 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,并行,https://bangumi.tv/subject/246915,命中,0.12329137907700637,命中,85,未命中
heya_camp_tv_2020,房间露营△,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/266070,未命中,0.0469790675547098,未命中,0,未命中
maebashi_witches_tv_2025,前桥魔女,2025 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/511207,未命中,0.04794879865701395,未命中,46,未命中
maria_holic_tv_2009,玛利亚狂热,2009 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/894,命中,0.09286495684939833,命中,79,命中
futari_wa_precure_tv_2004,光之美少女,2004 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/4243,未命中,0.04450499545867393,未命中,57,未命中
yozakura_quartet_hana_no_uta_tv_2013,夜樱四重奏 花之歌,2013 TV,明确欲望,重要副线,局部,欲望、未确认、官方恋爱,副线,https://bangumi.tv/subject/71955,未命中,0.01883745963401507,未命中,0,未命中
endro_tv_2019,Endro~！,2019 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/254895,命中,0.10120177103099304,未命中,66,未命中
omoide_no_marnie_movie_2014,回忆中的玛妮,2014 剧场动画,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/90367,未命中,0.03544929925803792,未命中,0,未命中
tantei_opera_milky_holmes_gyakushu_movie_2016,侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～,2016 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/144465,未命中,0.06359102244389027,未命中,0,未命中
sasameki_koto_tv_2009,轻声密语,2009 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/2661,命中,0.17713669452682665,命中,92,命中
kamiina_botan_tv_2026,上伊那牡丹，酒醉身姿似百合花般,2026 TV,明确交往,主线,主线,交往、欲望、未确认、主线,无,https://bangumi.tv/subject/543360,命中,0.14813266443701226,命中,93,命中
kurau_phantom_memory_tv_2004,库拉乌 幻之记忆,2004 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/4140,命中,0.08786848072562359,未命中,0,未命中
kouya_no_kotobuki_hikoutai_tv_2019,荒野的寿飞行队,2019 TV,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/260467,命中,0.02051538653990493,未命中,0,未命中
lycoris_recoil_friends_are_thieves_of_time_web_2025,莉可丽丝：友谊是时间的窃贼,2025 WEB,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/504950,未命中,0.057692307692307696,未命中,60,未命中
mahou_tsukai_precure_mirai_days_tv_2025,魔法使光之美少女！！～未来之日～,2025 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/424454,命中,0.07256235827664399,未命中,80,未命中
fate_kaleid_liner_prisma_illya_2wei_herz_tv_2015,Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,2015 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/113134,命中,0.09791522576820472,未命中,20,未命中
candy_boy_side_story_for_archive_web_2007,糖果男孩,2007 WEB,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/95419,命中,0.17949603037625128,命中,79,未命中
asagao_to_kase_san_ova_2018,牵牛花与加濑同学。,2018 剧场 OVA,明确交往,主线,主线,交往、欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/223818,命中,0.18548695098663273,命中,99,未命中
fate_kaleid_liner_prisma_illya_2wei_tv_2014,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,2014 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/83402,命中,0.09915518008003557,未命中,70,未命中
figure_17_tv_2001,代号17,2001 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/10376,未命中,0.06625891946992865,未命中,0,未命中
yuuki_yuuna_washio_sumi_ch2_movie_2017,结城友奈是勇者 -鹫尾须美之章- 第2章 魂,2017 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/207167,命中,0.09055944055944055,未命中,0,未命中
bang_dream_poppin_dream_movie_2022,剧场版 BanG Dream! Poppin'Dream！,2022 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/305059,命中,0.058989756269869305,未命中,0,未命中
mono_tv_2025,mono女孩,2025 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/485936,未命中,0.050499259471597155,未命中,79,未命中
yama_no_susume_tv_2013,向山进发,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/41658,命中,0.10858585858585859,未命中,50,未命中
noir_tv_2001,黑街二人组,2001 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/788,命中,0.10200544689279524,未命中,60,未命中
yuuki_yuuna_wa_yuusha_de_aru_tv_2014,结城友奈是勇者,2014 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/109328,命中,0.10343332128659198,未命中,79,未命中
kill_me_baby_tv_2012,爱杀宝贝,2012 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/20799,命中,0.043444192930524116,未命中,0,未命中
gabriel_dropout_tv_2017,珈百璃的堕落,2017 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/188091,命中,0.10416039723141739,未命中,0,未命中
ssss_gridman_tv_2018,SSSS.古立特,2018 TV,潜在恋爱,重要副线,重要副线,未确认,并行,https://bangumi.tv/subject/218712,未命中,0.0022065864523918566,未命中,0,未命中
sakura_trick_tv_2014,樱Trick,2014 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/80838,命中,0.18046456223942822,命中,98,命中
niea_7_tv_2000,我家也有外星人,2000 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/3795,命中,0.04329896907216495,未命中,0,未命中
re_cutie_honey_ova_2004,Re: 甜心战士,2004 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/9303,命中,0.07449605609114812,未命中,70,命中
shadows_house_2nd_season_tv_2022,影宅 第二季,2022 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/349084,未命中,0.041584158415841586,未命中,0,未命中
maria_holic_alive_tv_2011,玛利亚狂热 ALIVE,2011 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/9726,命中,0.07643040136635354,命中,92,命中
houkago_teibou_nisshi_tv_2020,放学后海堤日记,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/280678,命中,0.07059561128526645,未命中,0,未命中
kin_iro_mosaic_pretty_days_movie_2016,黄金拼图 Pretty Days,2016 剧场 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/175532,命中,0.11794298490776971,未命中,0,未命中
comic_girls_tv_2018,漫画女孩,2018 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/217249,未命中,0.11548447398483747,未命中,77,未命中
bang_dream_circle_thanks_party_2022,BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-,2022 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/373931,未命中,0.0650887573964497,未命中,0,未命中
teppen_tv_2022,顶点!!!!!!!!!!!!!!!,2022 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/364845,未命中,0.055089820359281436,未命中,0,未命中
mahou_shoujo_lyrical_nanoha_reflection_movie_2017,魔法少女奈叶 Reflection,2017 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/68284,命中,0.09103840682788052,未命中,60,未命中
mahou_shoujo_madoka_magica_concept_movie_2015,魔法少女小圆 新作概念视频,2015 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/157622,命中,0.04838709677419355,未命中,0,未命中
tantei_opera_milky_holmes_tv_2010,侦探歌剧 少女福尔摩斯,2010 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/8560,命中,0.055965055965055965,未命中,0,未命中
strike_witches_tv_2008,强袭魔女,2008 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/698,命中,0.09604153147306943,未命中,68,未命中
yuuki_yuuna_washio_sumi_ch1_movie_2017,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,2017 剧场动画,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/196259,命中,0.09758485639686684,未命中,0,未命中
rod_read_or_die_tv_2003,读或死 TV,2003 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/1850,命中,0.055883178882336425,未命中,0,未命中
sora_no_method_mou_hitotsu_no_negai_web_2019,天体的秩序 另一个愿望,2019 WEB,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/270081,命中,0.0812470477090222,未命中,0,未命中
el_cazador_de_la_bruja_tv_2007,魔女猎人,2007 TV,潜在恋爱,主线,主线,未确认、主线,并行,https://bangumi.tv/subject/3489,命中,0.12893203883495147,未命中,72,未命中
yuri_seijin_naoko_san_ova_2012,百合星人奈绪子 OVA,2012 OVA,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/24546,命中,0.11079136690647481,未命中,68,命中
estab_life_great_escape_tv_2022,Estab-Life Great Escape,2022 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/366253,未命中,0.06648534300392868,未命中,0,未命中
jashin_chan_dropkick_tv_2018,邪神与厨二病少女,2018 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/231722,命中,0.07592821782178218,未命中,10,未命中
a_channel_smile_ova_2012,A频道+smile,2012 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/29432,命中,0.11605053813757604,未命中,0,未命中
mahou_shoujo_ni_akogarete_tv_2024,憧憬成为魔法少女,2024 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/424663,命中,0.13731333819473066,命中,95,命中
kakegurui_tv_2017,狂赌之渊,2017 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/209408,命中,0.015646431292862587,未命中,0,未命中
shigofumi_tv_2008,死后文,2008 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/281,未命中,0.017564575645756458,未命中,0,未命中
kono_subarashii_sekai_ni_bakuen_wo_tv_2023,为美好的世界献上爆焰！,2023 TV,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/385209,未命中,0.002704530087897228,未命中,0,未命中
plus_tic_neesan_web_2011,+模型姐妹,2011 WEB 短篇,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/19021,命中,0.03918169209431346,未命中,0,未命中
minidora_web_2021,迷你龙小剧场,2021 WEB 短篇,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/332570,命中,0.07532051282051282,命中,70,未命中
slow_start_tv_2018,Slow Start,2018 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/214671,命中,0.13290474940960378,未命中,40,未命中
tonari_no_kyuuketsuki_san_tv_2018,邻家索菲,2018 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/241158,命中,0.13161235717308506,未命中,88,未命中
rwby_volume_3_web_2015,红白黑黄 第三季,2015 WEB,潜在恋爱,主线,重要副线,未确认、主线,并行,https://bangumi.tv/subject/138180,命中,0.048363636363636366,无可对应页面,,无可对应页面
princess_principal_crown_handler_ch1_movie_2021,Princess Principal Crown Handler 第1章,2021 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/244928,命中,0.10837138508371386,未命中,0,未命中
